ticket_id,assigned_team,assigned_engineer,root_cause,fix_type,is_repeat_incident
TKT-10394,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-10395,L1 Support,Jeffrey Lawrence,Config Error,Permanent Fix,1
TKT-10396,DevOps,Ada Lovelace,Config Error,Permanent Fix,1
TKT-10397,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-10398,DevOps,Linus T,Vendor Issue,Patch,0
TKT-10399,L1 Support,Robert Johnson,Config Error,Permanent Fix,0
TKT-10400,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-10401,Database Admins,Sarah Connor,User Error,Workaround,0
TKT-10402,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-10403,DevOps,Grace Hopper,User Error,Permanent Fix,0
TKT-10404,L1 Support,Joshua Walker,Vendor Issue,Patch,0
TKT-10405,L1 Support,Joshua Walker,Vendor Issue,Permanent Fix,0
TKT-10406,Database Admins,Sarah Connor,User Error,Permanent Fix,0
TKT-10407,L1 Support,Robert Johnson,Vendor Issue,Workaround,0
TKT-10408,L1 Support,Jill Rhodes,User Error,Permanent Fix,0
TKT-10409,L1 Support,Joshua Walker,Code Bug,Patch,0
TKT-10410,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-10411,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-10412,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-10413,L1 Support,Jeffrey Lawrence,Hardware Failure,Permanent Fix,0
TKT-10414,DevOps,Grace Hopper,Hardware Failure,Permanent Fix,0
TKT-10415,L1 Support,Jeffrey Lawrence,Vendor Issue,Permanent Fix,0
TKT-10416,L1 Support,Jeffery Wagner,User Error,System Restart,1
TKT-10417,L1 Support,Anthony Gonzalez,Config Error,Patch,0
TKT-10418,L1 Support,Jeffrey Lawrence,Vendor Issue,Patch,0
TKT-10419,L1 Support,Danielle Johnson,Code Bug,Permanent Fix,0
TKT-10420,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-10421,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-10422,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-10423,Database Admins,Aaron Smith,Config Error,Permanent Fix,0
TKT-10424,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-10425,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-10426,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-10427,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-10428,Network Ops,Trinity Moss,Code Bug,System Restart,0
TKT-10429,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-10430,Network Ops,Morpheus Fish,Hardware Failure,Patch,0
TKT-10431,L1 Support,Jeffery Wagner,Config Error,Permanent Fix,0
TKT-10432,Network Ops,Trinity Moss,Config Error,Permanent Fix,1
TKT-10433,DevOps,Ada Lovelace,Vendor Issue,Workaround,1
TKT-10434,L1 Support,Jill Rhodes,Vendor Issue,Workaround,0
TKT-10435,L1 Support,Jeffrey Lawrence,User Error,Patch,0
TKT-10436,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-10437,DevOps,Grace Hopper,Hardware Failure,Workaround,0
TKT-10438,L1 Support,Jeffery Wagner,User Error,Patch,0
TKT-10439,Network Ops,Trinity Moss,User Error,Workaround,1
TKT-10440,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-10441,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-10442,L1 Support,Jeffrey Lawrence,Config Error,Permanent Fix,0
TKT-10443,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-10444,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-10445,L1 Support,Jill Rhodes,Config Error,Permanent Fix,0
TKT-10446,L1 Support,Joshua Walker,Config Error,Permanent Fix,0
TKT-10447,L1 Support,Robert Johnson,Hardware Failure,Permanent Fix,1
TKT-10448,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-10449,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-10450,Security Ops,James Bond,Vendor Issue,Workaround,0
TKT-10451,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10452,DevOps,Grace Hopper,User Error,System Restart,0
TKT-10453,L1 Support,Jill Rhodes,Vendor Issue,Workaround,1
TKT-10454,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-10455,L1 Support,Joshua Walker,Code Bug,Permanent Fix,0
TKT-10456,L1 Support,Jeffery Wagner,User Error,Permanent Fix,0
TKT-10457,DevOps,Grace Hopper,Vendor Issue,Workaround,0
TKT-10458,L1 Support,Robert Johnson,User Error,Patch,0
TKT-10459,Network Ops,Morpheus Fish,Config Error,Workaround,1
TKT-10460,L1 Support,Anthony Gonzalez,Vendor Issue,Patch,0
TKT-10461,L1 Support,Anthony Gonzalez,User Error,Permanent Fix,1
TKT-10462,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,1
TKT-10463,L1 Support,Jill Rhodes,User Error,Patch,0
TKT-10464,L1 Support,Debra Gardner,Code Bug,Workaround,1
TKT-10465,Database Admins,John Doe,Hardware Failure,Patch,0
TKT-10466,Database Admins,Emily Blunt,Code Bug,Patch,0
TKT-10467,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-10468,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,1
TKT-10469,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-10470,DevOps,Grace Hopper,Hardware Failure,Permanent Fix,0
TKT-10471,L1 Support,Jeffery Wagner,Hardware Failure,Permanent Fix,0
TKT-10472,DevOps,Ada Lovelace,Code Bug,System Restart,0
TKT-10473,Network Ops,Trinity Moss,Code Bug,Workaround,1
TKT-10474,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-10475,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-10476,Network Ops,Trinity Moss,Vendor Issue,Patch,1
TKT-10477,Network Ops,Neo Anderson,Config Error,Patch,0
TKT-10478,Database Admins,Sarah Connor,Config Error,Patch,0
TKT-10479,DevOps,Ada Lovelace,Hardware Failure,Workaround,0
TKT-10480,L1 Support,Joshua Walker,User Error,Patch,0
TKT-10481,L1 Support,Debra Gardner,Config Error,Workaround,0
TKT-10482,L1 Support,Jeffery Wagner,Vendor Issue,Patch,0
TKT-10483,L1 Support,Anthony Gonzalez,Vendor Issue,Permanent Fix,0
TKT-10484,L1 Support,Jeffery Wagner,Vendor Issue,Permanent Fix,0
TKT-10485,Network Ops,Trinity Moss,Code Bug,Patch,1
TKT-10486,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-10487,DevOps,Ada Lovelace,User Error,Workaround,0
TKT-10488,DevOps,Ada Lovelace,Hardware Failure,Patch,0
TKT-10489,Network Ops,Neo Anderson,Config Error,System Restart,0
TKT-10490,Network Ops,Morpheus Fish,Vendor Issue,Workaround,1
TKT-10491,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10492,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-10493,Network Ops,Trinity Moss,Hardware Failure,Patch,1
TKT-10494,Network Ops,Trinity Moss,Config Error,Patch,0
TKT-10495,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-10496,L1 Support,Jeffrey Lawrence,Config Error,Workaround,0
TKT-10497,L1 Support,Joshua Walker,Hardware Failure,Patch,0
TKT-10498,Network Ops,Neo Anderson,Hardware Failure,Workaround,1
TKT-10499,L1 Support,Debra Gardner,Hardware Failure,Permanent Fix,0
TKT-10500,DevOps,Linus T,Hardware Failure,Workaround,0
TKT-10501,L1 Support,Jill Rhodes,Code Bug,Workaround,0
TKT-10502,Network Ops,Trinity Moss,Code Bug,Permanent Fix,1
TKT-10503,L1 Support,Anthony Gonzalez,Hardware Failure,Permanent Fix,1
TKT-10504,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-10505,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-10506,DevOps,Linus T,Vendor Issue,Permanent Fix,0
TKT-10507,DevOps,Linus T,Config Error,Permanent Fix,1
TKT-10508,L1 Support,Jill Rhodes,Code Bug,Permanent Fix,1
TKT-10509,Network Ops,Morpheus Fish,Code Bug,Patch,0
TKT-10510,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-10511,L1 Support,Danielle Johnson,Vendor Issue,Workaround,0
TKT-10512,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-10513,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-10514,L1 Support,Lisa Smith,Config Error,Permanent Fix,0
TKT-10515,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-10516,L1 Support,Danielle Johnson,User Error,System Restart,0
TKT-10517,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-10518,Network Ops,Morpheus Fish,Hardware Failure,Patch,1
TKT-10519,L1 Support,Joshua Walker,Config Error,Permanent Fix,0
TKT-10520,Network Ops,Morpheus Fish,Config Error,Patch,0
TKT-10521,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-10522,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-10523,L1 Support,Jill Rhodes,Code Bug,Permanent Fix,0
TKT-10524,DevOps,Grace Hopper,User Error,Patch,0
TKT-10525,L1 Support,Patricia Miller,Vendor Issue,Workaround,0
TKT-10526,L1 Support,Danielle Johnson,Hardware Failure,Permanent Fix,0
TKT-10527,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-10528,DevOps,Ada Lovelace,Config Error,System Restart,1
TKT-10529,Database Admins,Aaron Smith,Hardware Failure,Workaround,1
TKT-10530,L1 Support,Anthony Gonzalez,Hardware Failure,Permanent Fix,0
TKT-10531,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-10532,L1 Support,Anthony Gonzalez,Vendor Issue,Workaround,0
TKT-10533,L1 Support,Jeffrey Lawrence,Hardware Failure,Workaround,0
TKT-10534,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-10535,DevOps,Ada Lovelace,Hardware Failure,Patch,0
TKT-10536,L1 Support,Jeffrey Lawrence,Vendor Issue,Patch,0
TKT-10537,L1 Support,Danielle Johnson,Vendor Issue,Patch,0
TKT-10538,Network Ops,Morpheus Fish,Hardware Failure,Workaround,0
TKT-10539,L1 Support,Debra Gardner,User Error,Permanent Fix,0
TKT-10540,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10541,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-10542,Network Ops,Neo Anderson,Vendor Issue,Workaround,0
TKT-10543,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-10544,L1 Support,Jill Rhodes,User Error,Patch,0
TKT-10545,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-10546,Database Admins,Emily Blunt,Config Error,Workaround,0
TKT-10547,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-10548,Network Ops,Neo Anderson,Vendor Issue,Patch,1
TKT-10549,Network Ops,Neo Anderson,Code Bug,Permanent Fix,1
TKT-10550,Network Ops,Trinity Moss,Config Error,System Restart,0
TKT-10551,Database Admins,Aaron Smith,User Error,Workaround,0
TKT-10552,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-10553,Network Ops,Neo Anderson,Config Error,Permanent Fix,0
TKT-10554,L1 Support,Lisa Smith,Vendor Issue,Patch,0
TKT-10555,L1 Support,Danielle Johnson,Config Error,Patch,0
TKT-10556,L1 Support,Jill Rhodes,Code Bug,Permanent Fix,0
TKT-10557,L1 Support,Patricia Miller,Config Error,Workaround,0
TKT-10558,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-10559,Network Ops,Neo Anderson,Hardware Failure,Patch,0
TKT-10560,L1 Support,Jeffery Wagner,Vendor Issue,Workaround,0
TKT-10561,Network Ops,Neo Anderson,Vendor Issue,System Restart,0
TKT-10562,Network Ops,Trinity Moss,Config Error,Permanent Fix,0
TKT-10563,Database Admins,Aaron Smith,Code Bug,Patch,0
TKT-10564,L1 Support,Jeffrey Lawrence,Vendor Issue,Workaround,0
TKT-10565,L1 Support,Anthony Gonzalez,Hardware Failure,Workaround,0
TKT-10566,Database Admins,Sarah Connor,Config Error,Permanent Fix,0
TKT-10567,L1 Support,Danielle Johnson,Hardware Failure,Permanent Fix,0
TKT-10568,Network Ops,Trinity Moss,Code Bug,Permanent Fix,0
TKT-10569,L1 Support,Patricia Miller,User Error,Workaround,0
TKT-10570,Network Ops,Neo Anderson,Code Bug,Workaround,1
TKT-10571,L1 Support,Danielle Johnson,User Error,Patch,1
TKT-10572,L1 Support,Joshua Walker,Vendor Issue,Permanent Fix,0
TKT-10573,Network Ops,Morpheus Fish,Config Error,Patch,1
TKT-10574,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-10575,L1 Support,Patricia Miller,Hardware Failure,Patch,0
TKT-10576,L1 Support,Lisa Smith,Config Error,Patch,0
TKT-10577,Database Admins,Sarah Connor,Code Bug,Permanent Fix,0
TKT-10578,L1 Support,Lisa Smith,User Error,Permanent Fix,1
TKT-10579,L1 Support,Patricia Miller,Code Bug,System Restart,0
TKT-10580,DevOps,Ada Lovelace,Code Bug,Workaround,0
TKT-10581,Network Ops,Trinity Moss,Code Bug,Patch,0
TKT-10582,Database Admins,Emily Blunt,Vendor Issue,Workaround,0
TKT-10583,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-10584,L1 Support,Joshua Walker,Vendor Issue,Workaround,1
TKT-10585,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-10586,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-10587,Database Admins,Sarah Connor,Code Bug,Workaround,1
TKT-10588,Network Ops,Trinity Moss,Hardware Failure,Workaround,0
TKT-10589,DevOps,Linus T,Hardware Failure,Workaround,0
TKT-10590,Network Ops,Morpheus Fish,Vendor Issue,System Restart,0
TKT-10591,L1 Support,Lisa Smith,Config Error,Permanent Fix,0
TKT-10592,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,1
TKT-10593,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-10594,L1 Support,Jeffrey Lawrence,Hardware Failure,Patch,0
TKT-10595,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-10596,Network Ops,Trinity Moss,Code Bug,System Restart,0
TKT-10597,Network Ops,Morpheus Fish,Hardware Failure,System Restart,0
TKT-10598,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10599,DevOps,Ada Lovelace,Config Error,Permanent Fix,0
TKT-10600,L1 Support,Danielle Johnson,Vendor Issue,Patch,0
TKT-10601,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-10602,L1 Support,Jeffery Wagner,User Error,Permanent Fix,1
TKT-10603,L1 Support,Patricia Miller,Code Bug,Permanent Fix,0
TKT-10604,Database Admins,John Doe,Vendor Issue,Workaround,1
TKT-10605,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-10606,L1 Support,Joshua Walker,User Error,System Restart,0
TKT-10607,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-10608,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-10609,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-10610,Network Ops,Morpheus Fish,User Error,Permanent Fix,0
TKT-10611,Network Ops,Neo Anderson,User Error,Permanent Fix,0
TKT-10612,DevOps,Linus T,Hardware Failure,Patch,0
TKT-10613,Network Ops,Trinity Moss,Hardware Failure,Patch,0
TKT-10614,Network Ops,Neo Anderson,Config Error,Workaround,0
TKT-10615,Security Ops,Ethan Hunt,Hardware Failure,Patch,0
TKT-10616,Network Ops,Neo Anderson,User Error,System Restart,0
TKT-10617,DevOps,Linus T,Hardware Failure,Permanent Fix,0
TKT-10618,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10619,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-10620,L1 Support,Jill Rhodes,Config Error,Permanent Fix,0
TKT-10621,DevOps,Linus T,Hardware Failure,Permanent Fix,0
TKT-10622,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,1
TKT-10623,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-10624,L1 Support,Jill Rhodes,User Error,Workaround,0
TKT-10625,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-10626,L1 Support,Robert Johnson,Vendor Issue,Workaround,1
TKT-10627,DevOps,Grace Hopper,Vendor Issue,Patch,0
TKT-10628,L1 Support,Jeffery Wagner,Config Error,Patch,0
TKT-10629,L1 Support,Patricia Miller,Code Bug,Permanent Fix,0
TKT-10630,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-10631,DevOps,Grace Hopper,Config Error,Permanent Fix,0
TKT-10632,Security Ops,Ethan Hunt,Config Error,Patch,0
TKT-10633,L1 Support,Jill Rhodes,Code Bug,Patch,0
TKT-10634,L1 Support,Anthony Gonzalez,Config Error,Permanent Fix,0
TKT-10635,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-10636,L1 Support,Joshua Walker,Code Bug,Permanent Fix,0
TKT-10637,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-10638,L1 Support,Jeffery Wagner,User Error,System Restart,0
TKT-10639,Network Ops,Neo Anderson,Hardware Failure,Patch,0
TKT-10640,L1 Support,Jill Rhodes,Config Error,System Restart,0
TKT-10641,L1 Support,Danielle Johnson,Vendor Issue,Permanent Fix,1
TKT-10642,L1 Support,Joshua Walker,Vendor Issue,Permanent Fix,0
TKT-10643,Network Ops,Morpheus Fish,Vendor Issue,Workaround,0
TKT-10644,Network Ops,Trinity Moss,Config Error,Workaround,0
TKT-10645,L1 Support,Lisa Smith,Code Bug,Patch,0
TKT-10646,L1 Support,Joshua Walker,User Error,Workaround,0
TKT-10647,L1 Support,Lisa Smith,Vendor Issue,Permanent Fix,0
TKT-10648,L1 Support,Anthony Gonzalez,Code Bug,System Restart,0
TKT-10649,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-10650,L1 Support,Robert Johnson,Config Error,Permanent Fix,1
TKT-10651,Network Ops,Trinity Moss,User Error,Permanent Fix,1
TKT-10652,L1 Support,Debra Gardner,Hardware Failure,Permanent Fix,0
TKT-10653,L1 Support,Danielle Johnson,User Error,Patch,0
TKT-10654,L1 Support,Jeffery Wagner,Code Bug,System Restart,0
TKT-10655,L1 Support,Joshua Walker,Code Bug,Patch,0
TKT-10656,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,1
TKT-10657,L1 Support,Patricia Miller,Hardware Failure,Permanent Fix,1
TKT-10658,DevOps,Grace Hopper,Hardware Failure,Permanent Fix,0
TKT-10659,L1 Support,Lisa Smith,Vendor Issue,Permanent Fix,0
TKT-10660,L1 Support,Anthony Gonzalez,User Error,Patch,0
TKT-10661,Network Ops,Trinity Moss,User Error,Permanent Fix,0
TKT-10662,L1 Support,Lisa Smith,Code Bug,Permanent Fix,1
TKT-10663,Network Ops,Neo Anderson,Vendor Issue,Patch,0
TKT-10664,L1 Support,Jill Rhodes,Config Error,Permanent Fix,1
TKT-10665,Network Ops,Trinity Moss,User Error,System Restart,0
TKT-10666,Database Admins,Sarah Connor,User Error,Permanent Fix,0
TKT-10667,L1 Support,Robert Johnson,Vendor Issue,Permanent Fix,0
TKT-10668,L1 Support,Lisa Smith,Vendor Issue,Workaround,0
TKT-10669,Network Ops,Morpheus Fish,Vendor Issue,Permanent Fix,0
TKT-10670,Database Admins,Emily Blunt,Hardware Failure,Patch,1
TKT-10671,Database Admins,Emily Blunt,Vendor Issue,Permanent Fix,0
TKT-10672,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-10673,L1 Support,Jeffrey Lawrence,Code Bug,Permanent Fix,0
TKT-10674,Network Ops,Morpheus Fish,User Error,Workaround,0
TKT-10675,Network Ops,Trinity Moss,Code Bug,System Restart,1
TKT-10676,L1 Support,Jeffery Wagner,Config Error,Patch,1
TKT-10677,DevOps,Linus T,Code Bug,Permanent Fix,0
TKT-10678,DevOps,Linus T,Vendor Issue,Permanent Fix,0
TKT-10679,Network Ops,Morpheus Fish,Vendor Issue,Patch,0
TKT-10680,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-10681,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-10682,Network Ops,Neo Anderson,Code Bug,Workaround,1
TKT-10683,DevOps,Ada Lovelace,Config Error,Permanent Fix,0
TKT-10684,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-10685,L1 Support,Jill Rhodes,Code Bug,Workaround,1
TKT-10686,Network Ops,Neo Anderson,Code Bug,Permanent Fix,0
TKT-10687,Network Ops,Trinity Moss,Vendor Issue,Permanent Fix,0
TKT-10688,DevOps,Ada Lovelace,Config Error,Patch,0
TKT-10689,L1 Support,Robert Johnson,User Error,Permanent Fix,0
TKT-10690,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-10691,Network Ops,Neo Anderson,Vendor Issue,Permanent Fix,0
TKT-10692,Network Ops,Morpheus Fish,Hardware Failure,System Restart,0
TKT-10693,L1 Support,Robert Johnson,Hardware Failure,Permanent Fix,0
TKT-10694,DevOps,Grace Hopper,Config Error,Permanent Fix,1
TKT-10695,L1 Support,Danielle Johnson,Vendor Issue,Permanent Fix,0
TKT-10696,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-10697,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-10698,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-10699,Network Ops,Trinity Moss,User Error,Patch,0
TKT-10700,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10701,Network Ops,Neo Anderson,User Error,Workaround,0
TKT-10702,Network Ops,Neo Anderson,User Error,Workaround,1
TKT-10703,Network Ops,Neo Anderson,User Error,Patch,0
TKT-10704,Network Ops,Trinity Moss,Hardware Failure,Permanent Fix,0
TKT-10705,Database Admins,Sarah Connor,Code Bug,Patch,0
TKT-10706,Network Ops,Trinity Moss,Code Bug,System Restart,0
TKT-10707,Database Admins,Emily Blunt,Hardware Failure,Patch,0
TKT-10708,Network Ops,Neo Anderson,Hardware Failure,Workaround,0
TKT-10709,Network Ops,Neo Anderson,Hardware Failure,Permanent Fix,0
TKT-10710,Network Ops,Morpheus Fish,Code Bug,Workaround,0
TKT-10711,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-10712,Network Ops,Neo Anderson,User Error,System Restart,1
TKT-10713,Network Ops,Morpheus Fish,Config Error,Permanent Fix,0
TKT-10714,L1 Support,Anthony Gonzalez,Vendor Issue,Workaround,0
TKT-10715,DevOps,Ada Lovelace,Hardware Failure,Workaround,1
TKT-10716,Network Ops,Morpheus Fish,Config Error,Workaround,0
TKT-10717,Network Ops,Morpheus Fish,Hardware Failure,Permanent Fix,0
TKT-10718,Network Ops,Morpheus Fish,Code Bug,Permanent Fix,0
TKT-10719,Network Ops,Neo Anderson,Code Bug,Workaround,0
TKT-10720,L1 Support,Anthony Gonzalez,Vendor Issue,Workaround,0
TKT-10721,Network Ops,Morpheus Fish,User Error,Patch,0
TKT-10722,L1 Support,Jeffrey Lawrence,Vendor Issue,Workaround,0
TKT-10723,Database Admins,John Doe,User Error,Workaround,0
